"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Bleaching_scores","Area_cm_2022","Area_cm_2023","log_2022","log_2023","log10_2022","log10_2023","Note_2022","Note_2023"
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_2149","FR_S","Shallow","offshore","Shys",0,5,166.7426,412.14653,5.11645130599991,6.02137894145896,2.22204656912245,2.61505164772407,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_2153","FR_S","Shallow","offshore","Pmas",0,1,32.89048,35.7515,3.49318325419602,3.57659222630176,1.51707021157418,1.55329426790092,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_2154","FR_S","Shallow","offshore","Pver",0,1,132.85503,151.22471,4.88925853373972,5.0187668763188,2.12337800180155,2.17962276034407,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2164","FR_S","Shallow","offshore","Pver",0,1,153.49682,171.09751,5.03367985020028,5.14223362789921,2.18609938260957,2.23324368925397,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2170","FR_S","Shallow","offshore","Pver",0,1,243.18777,270.5469,5.49383386099859,5.60044546588227,2.38594173032492,2.43224256203276,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2177","FR_S","Shallow","offshore","Menc",0,1,298.12033,461.15497,5.69749719694968,6.13373414702797,2.47439159329449,2.6638468935158,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2178","FR_S","Shallow","offshore","Menc",0,1,646.85181,518.56067,6.47211722653577,6.2510570314319,2.81080479771546,2.71479957481339,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2182","FR_S","Shallow","offshore","Pver",0,1,204.49137,204.43092,5.32052577410339,5.32023011890475,2.31067498451713,2.31054658309581,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2183","FR_S","Shallow","offshore","Pmas",0,1,170.72699,189.38554,5.14006573095143,5.24378483148053,2.23230218357221,2.27734681659997,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2184","FR_S","Shallow","offshore","Acor",0,3,434.5898,312.61519,6.07440259768957,5.74497300925722,2.63807952903536,2.49501007660353,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2185","FR_S","Shallow","offshore","Plat",0,3,615.53545,544.20334,6.42249253941681,6.29932296377978,2.78925306993352,2.735761202896,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2186","FR_S","Shallow","offshore","Menc",0,1,245.85377,248.20303,5.50473692829396,5.51424708059285,2.39067687228713,2.39480707895259,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2187","FR_S","Shallow","offshore","Adgt",0,5,76.28255,90.08128,4.33444420964384,4.5007123738819,1.88242520236582,1.95463454861059,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2188","FR_S","Shallow","offshore","Pmas",0,1,132.90641,140.12603,4.88964519630928,4.94254223194515,2.12354592722186,2.14651881790756,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2189","FR_S","Shallow","offshore","Adgt",0,5,143.36674,147.44632,4.9654059626304,4.99346417733709,2.15644840997989,2.16863393779906,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2190","FR_S","Shallow","offshore","Pmas",0,1,68.93691,75.45206,4.23319173850022,4.32349748769071,1.83845181286908,1.87767110142665,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2192","FR_S","Shallow","offshore","Lobo_sp",0,1,272.31153,283.6964,5.60694674178731,5.6479046522736,2.43506603028365,2.45285382479813,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2193","FR_S","Shallow","offshore","Pdam",0,4,124.05031,176.03842,4.82068720912703,5.17070226666971,2.09359785390546,2.24560746197929,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2195","FR_S","Shallow","offshore","Spis",0,4,47.34781,37.16485,3.8575205672425,3.61536342211368,1.67529989618172,1.57013238429883,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2196","FR_S","Shallow","offshore","Menc",0,1,363.08309,649.9976,5.89463170614331,6.47696867057517,2.56000602282999,2.81291175309104,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2197","FR_S","Shallow","offshore","Atab",0,1,84.87866,146.49153,4.44122270718771,4.98696761108607,1.92879851463504,2.16581251492492,"new","o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2198","FR_S","Shallow","offshore","Pver",0,1,368.22012,356.72754,5.90868091152114,5.87697229712208,2.56610751520071,2.5523366389384,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2199","FR_S","Shallow","offshore","Pmas",0,1,340.96873,345.48954,5.83179077219897,5.84496236778561,2.53271455198032,2.53843490326145,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2200","FR_S","Shallow","offshore","Lobo_sp",0,3,51.64365,61.19175,3.94436724512275,4.11401237650985,1.71301692915674,1.78669287359991,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2201","FR_S","Shallow","offshore","Pmas",0,1,63.33816,56.90253,4.14848799111482,4.04133980411567,1.80166544278307,1.75513157642341,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2205","FR_S","Shallow","offshore","Acor",0,1,322.25651,435.77059,5.77534784332199,6.0771159351484,2.50820169942659,2.63925791652127,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2206","FR_S","Shallow","offshore","Plat",0,2,671.74703,685.66444,6.50988182619815,6.53038835353184,2.82720575496012,2.83611162662414,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2207","FR_S","Shallow","offshore","Pmas",0,2,287.95899,284.97226,5.66281807416336,5.65239184219812,2.45933064163115,2.4548025866216,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2209","FR_S","Shallow","offshore","Plat",0,4,264.68065,276.86493,5.57852400493652,5.62352976993483,2.42272219250876,2.44226794790136,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2210","FR_S","Shallow","offshore","Pmas",0,1,84.41787,84.23534,4.43577910904813,4.43361454815696,1.92643439000132,1.92549433315055,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2216","FR_S","Shallow","offshore","Shys",0,3,156.40641,260.86142,5.05245781192609,5.56398930846025,2.19425454776848,2.41640985403298,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2217","FR_S","Shallow","offshore","Adgt",0,1,137.30252,156.79356,4.9221866665749,5.05493003564428,2.13767850819124,2.19532822088732,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2219","FR_S","Shallow","offshore","Plat",0,3,248.42522,255.17447,5.51514187469618,5.54194750728143,2.39519568309411,2.40683722140981,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2220","FR_S","Shallow","offshore","Adgt",0,5,111.69576,67.57852,4.71577874653644,4.21329018107593,2.04803668749741,1.82980867629843,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2221","FR_S","Shallow","offshore","Pver",0,1,137.94117,136.61396,4.92682728991585,4.91715913810828,2.13969390530081,2.13549508032058,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2224","FR_S","Shallow","offshore","Plat",0,2,416.19447,418.22218,6.03115262698996,6.03601282241262,2.61929630541804,2.62140706147107,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2226","FR_S","Shallow","offshore","Pdam",0,1,993.46641,1132.1466,6.90120025165685,7.03187075567839,2.9971531878039,3.05390266664798,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2230","FR_S","Shallow","offshore","Atab",0,1,58.46496,125.20567,4.06842760042203,4.82995774518048,1.76689565688618,2.09762399655776,"new",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2231","FR_S","Shallow","offshore","Atab",0,1,206.12932,220.50314,5.3285037388166,5.39591193514832,2.3141397705689,2.34341477827081,"new","o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2233","FR_S","Shallow","offshore","Pver",0,1,196.25392,190.49624,5.27940933098532,5.24963245683916,2.29281834015546,2.27988640802546,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2236","FR_S","Shallow","offshore","Pver",0,1,195.58306,213.6835,5.27598514853329,5.36449594830066,2.29133123661151,2.32977098853933,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2237","FR_S","Shallow","offshore","Atab",0,1,378.2573,436.03704,5.93557465188739,6.07772719386908,2.57778731823951,2.63952338281068,"new","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2239","FR_S","Shallow","offshore","Pver",0,1,289.3633,319.59698,5.66768299205766,5.76706076453584,2.46144344862755,2.50460266683866,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2241","FR_S","Shallow","offshore","Gspp",0,1,20.47448,31.12789,3.01917923259123,3.43810420188007,1.31121288059127,1.4931496830849,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2242","FR_S","Shallow","offshore","Lobo_sp",0,1,81.96364,98.1509,4.40627573429277,4.58650609031874,1.91362123714755,1.99189428624109,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2244","FR_S","Shallow","offshore","Pver",0,1,440.54404,319.93881,6.08801041767736,5.76812975875914,2.64398933016679,2.50506692513103,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2247","FR_S","Shallow","offshore","Adgt",0,1,224.85056,271.85635,5.41543600376287,5.60527380178887,2.35189397353441,2.43433948167377,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2249","FR_S","Shallow","offshore","Pmas",0,1,53.38439,43.89439,3.97751838113434,3.78178652148243,1.7274142845954,1.64240901801591,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2251","FR_S","Shallow","offshore","Shys",0,3,19.69241,55.05641,2.98023328231703,4.00835829599049,1.2942988692947,1.74080788943979,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2252","FR_S","Shallow","offshore","Acor",0,2,530.55092,523.23168,6.27391593836767,6.2600243487686,2.72472707195794,2.7186940312502,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2253","FR_S","Shallow","offshore","Pmas",0,1,56.20893,62.78372,4.02907564107404,4.13969580419799,1.74980531808926,1.79784704452123,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2254","FR_S","Shallow","offshore","Pmas",0,3,86.65167,80.44317,4.461896288913,4.38755097238257,1.93777693709951,1.905489176375,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2256","FR_S","Shallow","offshore","Atab",0,1,242.86249,229.11147,5.49249539839367,5.43420865367981,2.38536044340137,2.36004683180404,"new","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2257","FR_S","Shallow","offshore","Menc",0,1,377.79425,425.72724,5.93434973525863,6.05379885951137,2.57725534370685,2.62913143923799,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2259","FR_S","Shallow","offshore","Atab",0,1,199.166,304.09133,5.29413864785162,5.71732808391846,2.2992152011927,2.48300403807628,"new",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2261","FR_S","Shallow","offshore","Plat",0,3,128.62641,154.72718,4.85691215619326,5.04166343703982,2.10933014852356,2.18956661031978,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2262","FR_S","Shallow","offshore","Plat",0,2,388.42677,409.45105,5.96210465783194,6.01481736012859,2.58930915342609,2.61220198915973,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2263","FR_S","Shallow","offshore","Acor",0,1,330.23563,484.49724,5.7998064299652,6.18311173472017,2.51882392864089,2.68529130738021,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2264","FR_S","Shallow","offshore","Spis",0,4,69.17069,95.60956,4.23657721798561,4.56027281505769,1.83992210792818,1.98050131955296,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2267","FR_S","Shallow","offshore","Lobo_sp",0,1,88.71096,88.0196,4.48538344425277,4.4775595169509,1.94797727905918,1.94457939060516,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2272","FR_S","Shallow","offshore","Pver",0,1,231.74038,226.98854,5.44561769333628,5.42489953162552,2.36500171477066,2.3560039314645,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2273","FR_S","Shallow","offshore","Spis",0,3,139.78244,51.947,4.94008721389892,3.95022396804331,2.14545261711711,1.71556047160318,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2275","FR_S","Shallow","offshore","Acor",0,4,703.90447,716.76198,6.55664265092778,6.57474381895934,2.84751372310944,2.85537496050155,NA,"bleached"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2277","FR_S","Shallow","offshore","Lobo_sp",0,1,91.16454,110.794,4.51266600568235,4.70767262122238,1.95982594494023,2.0445162420039,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2279","FR_S","Shallow","offshore","Adgt",0,2,147.8015,169.68244,4.9958701573124,5.13392869016247,2.16967884162591,2.22963690062235,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2280","FR_S","Shallow","offshore","Pmas",0,1,67.74948,95.61637,4.2158167844536,4.56034403970806,1.83090596620331,1.98053225202559,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2281","FR_S","Shallow","offshore","Pver",0,1,387.57302,449.12947,5.95990426975074,6.10731119806993,2.58835353702437,2.65237155258771,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2282","FR_S","Shallow","offshore","Shys",0,3,259.67485,363.57799,5.55943027146857,5.89599382691774,2.4144298894247,2.56059758436601,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2284","FR_S","Shallow","offshore","Lobo_sp",0,5,306.59921,298.76393,5.7255413897873,5.69965372977375,2.4865710314933,2.47532816360003,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2285","FR_S","Shallow","offshore","Pdam",0,1,765.79764,830.1479,6.64091795729386,6.72160387768728,2.88411402362494,2.91915547361909,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2286","FR_S","Shallow","offshore","Pver",0,1,422.99054,335.06992,6.04734981473,5.81433922646474,2.62633065467589,2.52513544196726,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2289","FR_S","Shallow","offshore","Adgt",0,1,164.45093,201.31948,5.10261222783343,5.30489309895231,2.21603633384012,2.30388579996163,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2290","FR_S","Shallow","offshore","Plat",0,4,76.23733,52.99665,4.33385123774634,3.97022870400727,1.88216767794281,1.72424841804426,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2291","FR_S","Shallow","offshore","Shys",0,4,29.89332,25.11085,3.39763504406537,3.22330002365192,1.4755741511587,1.39986141379065,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2292","FR_S","Shallow","offshore","Acor",0,3,198.36261,208.24402,5.29009671942911,5.33871056514846,2.29745981398256,2.31857253892257,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2293","FR_S","Shallow","offshore","Acor",0,1,272.61404,313.41253,5.60805702197136,5.74752030997784,2.43554821884095,2.49611635525025,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2295","FR_S","Shallow","offshore","Atab",0,1,88.77129,160.69672,4.48606328691111,5.07951886183199,1.94827253097426,2.20600701241712,"new",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2296","FR_S","Shallow","offshore","Plat",0,4,76.23733,50.98831,4.33385123774634,3.93159639076412,1.88216767794281,1.7074706175796,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2298","FR_S","Shallow","offshore","Acor",0,1,847.2403,907.06517,6.74198436161667,6.81021429979408,2.92800660532814,2.95763849097919,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2299","FR_S","Shallow","offshore","Adgt",0,3,151.87236,159.61524,5.02304043122768,5.07276616917876,2.18147874165911,2.20307435525983,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2300","FR_S","Shallow","offshore","Pmas",0,1,129.32462,140.17746,4.86232567755161,4.94290919134745,2.11168121097715,2.14667818635106,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2301","FR_S","Shallow","offshore","Plat",0,1,52.33402,67.13866,3.95764663761323,4.20676003305662,1.71878409603838,1.82697266904763,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2302","FR_S","Shallow","offshore","Plat",0,1,346.87994,356.23117,5.84897872584073,5.87557987404557,2.54017918540214,2.5517319172798,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2303","FR_S","Shallow","offshore","Lobo_sp",0,1,67.35972,70.34555,4.21004721315584,4.2534195264069,1.82840027322574,1.84723662953806,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2304","FR_S","Shallow","offshore","Spis",0,4,144.59161,168.72621,4.9739132859113,5.12827734203656,2.16014309353655,2.22718255131595,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2305","FR_S","Shallow","offshore","Spis",0,4,196.91072,226.54446,5.28275042804321,5.42294121705118,2.29426936017121,2.35515344625103,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2306","FR_S","Shallow","offshore","Acor",0,1,381.65017,544.38241,5.94450440367868,6.29965195945442,2.58166546016723,2.73590408390206,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2307","FR_S","Shallow","offshore","Plat",0,1,314.03542,364.31625,5.7495057820943,5.89802230911357,2.49697863483439,2.5614785429903,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2308","FR_S","Shallow","offshore","Plat",0,2,175.05981,179.60271,5.16512768696153,5.19074724484112,2.2431864527731,2.25431288538901,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2309","FR_S","Shallow","offshore","Lobo_sp",0,4,106.68627,128.53705,4.66989247148996,4.85621718962533,2.02810853144963,2.109028328378,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2312","FR_S","Shallow","offshore","Acor",0,1,116.58257,119.82022,4.75859977732209,4.78599245274156,2.06663362487703,2.07853011265627,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2313","FR_S","Shallow","offshore","Shys",0,1,48.05366,46.50543,3.87231830317103,3.83956907996928,1.68172647124014,1.66750366431701,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2314","FR_S","Shallow","offshore","Shys",0,1,55.87561,101.54652,4.02312797010009,4.62051701860612,1.7472222774051,2.0066650447207,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2315","FR_S","Shallow","offshore","Spis",0,3,82.77303,50.91369,4.41610228369374,3.93013184613619,1.91788885332854,1.70683457392919,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2316","FR_S","Shallow","offshore","Adgt",0,1,279.8153,428.57124,5.63412974265203,6.06045697859484,2.44687145756077,2.63202302361579,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2317","FR_S","Shallow","offshore","Spis",0,5,229.42465,234.88107,5.4355746531509,5.45907930093349,2.36064007783662,2.37084801666767,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2319","FR_S","Shallow","offshore","Lobo_sp",0,1,127.0498,166.17699,4.84457913558154,5.11305342518316,2.10397398572669,2.22057088823357,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2322","FR_S","Shallow","offshore","Adgt",0,1,102.0584,157.98646,4.62554519846022,5.06250933315231,2.00884875548536,2.19861986797176,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2323","FR_S","Shallow","offshore","Lobo_sp",0,1,72.94521,80.36198,4.28970861140106,4.38654117876714,1.86299677890434,1.90505062857995,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2324","FR_S","Shallow","offshore","Spis",0,4,196.99384,203.31531,5.28317245921357,5.31475802522629,2.29445264597969,2.3081700830068,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2325","FR_S","Shallow","offshore","Pver",0,1,247.5466,270.78789,5.51159884711404,5.60133582068811,2.39365696576595,2.43262923821187,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2326","FR_S","Shallow","offshore","Menc",0,1,176.70405,258.9859,5.17447629926672,5.55677362006318,2.2472465035107,2.413276120379,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2328","FR_S","Shallow","offshore","Adgt",0,1,156.44426,211.94173,5.0526997804038,5.35631137840093,2.19435963334314,2.32621647499512,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2329","FR_S","Shallow","offshore","Spis",0,4,35.826,35.82972,3.57867388679291,3.57877771660589,1.55419832156542,1.55424341428026,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2335","FR_S","Shallow","offshore","Pver",0,1,272.8494,294.39703,5.60891999461938,5.68492929848862,2.43592300310001,2.46893342434373,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2336","FR_S","Shallow","offshore","Shys",0,3,191.5912,428.91972,5.2553639354632,6.06126976854934,2.28237555756503,2.63237601380798,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2337","FR_S","Shallow","offshore","Adgt",0,2,338.65888,362.09694,5.82499334708001,5.89191196603166,2.52976246776,2.55882485470729,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2340","FR_S","Shallow","offshore","Shys",0,3,76.45988,75.35693,4.33676615881896,4.32223589164637,1.88343361207983,1.8771231972262,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2341","FR_S","Shallow","offshore","Pver",0,1,249.71911,245.40456,5.52033672619552,5.50290811401126,2.39745177843458,2.38988262833572,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2342","FR_S","Shallow","offshore","Spis",0,4,186.76592,160.20794,5.22985606803685,5.07647259645224,2.27129763149664,2.20468403617228,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2343","FR_S","Shallow","offshore","Lobo_sp",0,1,178.59911,188.93975,5.18514368522729,5.24142818116874,2.25187929036971,2.27632333637378,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2345","FR_S","Shallow","offshore","Pmas",0,1,102.16141,148.59936,4.62655401350844,5.00125382541032,2.00928687829406,2.17201693897323,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2346","FR_S","Shallow","offshore","Pmas",0,1,104.68367,107.21913,4.65094313627551,4.67487468420867,2.01987893973026,2.03027227894103,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2351","FR_S","Shallow","offshore","Pmas",0,1,72.01952,71.48055,4.27693719338319,4.26942538472161,1.8574502225331,1.85418788548226,NA,"o"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2356","FR_S","Shallow","offshore","Lobo_sp",0,1,257.82318,261.01159,5.55227400112553,5.56456481246704,2.41132196070371,2.41665979224744,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2357","FR_S","Shallow","offshore","Lobo_sp",0,1,515.8933,474.27727,6.24589996115329,6.16179210847986,2.71255988764861,2.67603231134781,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2358","FR_S","Shallow","offshore","Plat",0,2,2076.38108,1949.19377,7.63838179198707,7.57517111478119,3.31730706293026,3.28985501462238,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","OCDA_FR1S_P4_2359","FR_S","Shallow","offshore","Lobo_sp",0,1,57.34369,62.90109,4.04906281136687,4.14156349265005,1.7584856358563,1.79865817130987,NA,NA
"OCDA","OCDA_FR2D","OCDA_FR2D_P1","OCDA_FR2D_P1_2361","FR_D","Deep","offshore","Menc",0,3,784.22771,655.77989,6.66469942460758,6.48582519910353,2.89444218365085,2.81675809455972,NA,"o"
